DSM_0000400499	33
DSM_0000777255	29
DSM_0001794967	56
DSM_0002132596	31
DSM_0002481838	29
DSM_0003521014	35
DSM_0004996736	34
DSM_0006296735	35
DSM_0011221801	34
DSM_0013725948	57
DSM_0014594971	30
DSM_0014608829	63
DSM_0014922708	31
DSM_0015169889	61
DSM_0016685980	34
DSM_0018868722	27
DSM_0022308824	65
DSM_0024407521	35
DSM_0026532286	61
DSM_0027745062	61
DSM_0029652933	61
DSM_0031753937	31
DSM_0035414549	31
DSM_0035688358	33
DSM_0036671309	31
DSM_0037105864	30
DSM_0038030834	55
DSM_0038672721	61
DSM_0039004905	34
DSM_0039576591	31
DSM_0042042885	29
DSM_0042686984	30
DSM_0042913781	40
DSM_0042966469	57
DSM_0044067224	33
DSM_0046408317	59
DSM_0047682046	23
DSM_0047763442	57
DSM_0048314112	65
DSM_0048849046	34
DSM_0049062331	61
DSM_0049084238	33
DSM_0049795583	65
DSM_0049949629	26
DSM_0053827044	34
DSM_0053864006	34
DSM_0055638610	62
DSM_0056123130	30
DSM_0056516628	32
DSM_0058122056	30
DSM_0059900283	33
DSM_0061060804	34
DSM_0062453220	34
DSM_0064715482	31
DSM_0064790734	33
DSM_0064892907	29
DSM_0066628037	29
DSM_0069241076	30
DSM_0070384316	34
DSM_0071009133	63
DSM_0071410527	29
DSM_0074556524	34
DSM_0075644325	65
DSM_0076104463	33
DSM_0076170773	30
DSM_0078903057	30
DSM_0080827703	61
DSM_0081039731	26
DSM_0081907312	57
DSM_0084357747	34
DSM_0085405332	40
DSM_0085988986	31
DSM_0086613034	58
DSM_0088421559	34
DSM_0090375789	27
DSM_0090538349	31
DSM_0091832779	31
DSM_0092439212	25
DSM_0092696149	34
DSM_0093342282	57
DSM_0093402232	65
DSM_0094072788	31
DSM_0095464653	23
DSM_0095601893	34
DSM_0096380365	63
DSM_0097511956	34
DSM_0097976452	29
DSM_0099674677	40
DSM_0100487185	26
DSM_0100492924	57
DSM_0102141999	63
DSM_0104091087	59
DSM_0106833505	34
DSM_0107547533	29
DSM_0108376881	30
DSM_0108525581	34
DSM_0110038326	61
DSM_0110616385	85
DSM_0110914864	88
DSM_0115342590	33
DSM_0117137230	33
DSM_0117193813	33
DSM_0117552965	31
DSM_0120350534	31
DSM_0120525147	29
DSM_0125630393	29
DSM_0125965027	31
DSM_0126057766	31
DSM_0126825018	33
DSM_0127295961	59
DSM_0132612502	31
DSM_0133167205	30
DSM_0133449579	63
DSM_0135297238	29
DSM_0139191205	29
DSM_0139806919	33
DSM_0144063589	30
DSM_0146364922	61
DSM_0146366440	26
DSM_0149729622	34
DSM_0149825671	37
DSM_0150138451	29
DSM_0152440245	33
DSM_0152955532	28
DSM_0156382658	65
DSM_0157108258	29
DSM_0158690427	35
DSM_0163873601	63
DSM_0163874614	61
DSM_0164612815	34
DSM_0165284021	33
DSM_0167435258	34
DSM_0172580542	34
DSM_0175532063	61
DSM_0175977042	33
DSM_0176435958	29
DSM_0176461297	29
DSM_0177727250	33
DSM_0179005325	31
DSM_0179432859	33
DSM_0180009369	33
DSM_0180432295	31
DSM_0180938082	31
DSM_0182983725	65
DSM_0183977018	57
DSM_0185270493	34
DSM_0185819742	30
DSM_0188835746	27
DSM_0188886756	33
DSM_0192812112	57
DSM_0196419253	29
DSM_0199195157	31
DSM_0200495895	62
DSM_0201640114	35
DSM_0201666007	33
DSM_0211462405	29
DSM_0211989869	57
DSM_0212010960	27
DSM_0215864657	29
DSM_0217320544	34
DSM_0218860031	31
DSM_0222864370	34
DSM_0223404932	86
DSM_0224341521	33
DSM_0225583778	33
DSM_0225727458	29
DSM_0226105197	26
DSM_0226642323	34
DSM_0229650179	26
DSM_0230132151	30
DSM_0230389327	40
DSM_0230429007	31
DSM_0231854824	57
DSM_0232838363	32
DSM_0233124807	85
DSM_0239102259	33
DSM_0240543521	29
DSM_0240692451	88
DSM_0241417942	45
DSM_0247050577	40
DSM_0248595099	28
DSM_0250677193	32
DSM_0252685393	33
DSM_0254621661	57
DSM_0255195085	30
DSM_0255505992	63
DSM_0258047408	33
DSM_0258175282	29
DSM_0259820651	29
DSM_0260437895	29
DSM_0261394291	34
DSM_0263331427	61
DSM_0264561116	65
DSM_0265035801	63
DSM_0266451843	63
DSM_0266786353	63
DSM_0267780135	59
DSM_0267898773	33
DSM_0271722781	34
DSM_0272022201	34
DSM_0273651723	56
DSM_0274092285	60
DSM_0274206223	30
DSM_0277045960	64
DSM_0277898284	34
DSM_0278524991	30
DSM_0280402001	34
DSM_0280464062	40
DSM_0280619028	65
DSM_0281052818	31
DSM_0281361510	33
DSM_0282305547	34
DSM_0283079324	65
DSM_0283459607	34
DSM_0284227243	26
DSM_0285941074	30
DSM_0289006339	34
DSM_0289927410	85
DSM_0290013358	61
DSM_0292371774	57
DSM_0294761738	29
DSM_0296323036	57
DSM_0298391060	31
DSM_0299372334	27
DSM_0301407869	34
DSM_0303360130	31
DSM_0304969593	55
DSM_0306007751	33
DSM_0306040153	62
DSM_0306389373	34
DSM_0307479118	63
DSM_0307904785	57
DSM_0312712027	30
DSM_0313753056	32
DSM_0315060561	33
DSM_0319512701	31
DSM_0319910944	34
DSM_0321804303	29
DSM_0322825822	27
DSM_0324334968	29
DSM_0324958378	40
DSM_0326241175	62
DSM_0327223256	23
DSM_0331251362	63
DSM_0331362300	26
DSM_0332141492	29
DSM_0332164259	29
DSM_0334891131	29
DSM_0336096044	30
DSM_0336184971	29
DSM_0336229437	40
DSM_0338928401	29
DSM_0339945847	40
DSM_0340505805	33
DSM_0342384979	65
DSM_0342498938	65
DSM_0342978541	34
DSM_0346821142	33
DSM_0346827276	33
DSM_0347449477	29
DSM_0349305635	29
DSM_0349777188	34
DSM_0351032915	33
DSM_0351940589	40
DSM_0352065861	29
DSM_0352661223	63
DSM_0354611569	31
DSM_0354662792	34
DSM_0355004511	29
DSM_0355402874	26
DSM_0356252466	34
DSM_0357684369	65
DSM_0357796512	30
DSM_0358059776	29
DSM_0359288236	63
DSM_0361277534	33
DSM_0361708136	27
DSM_0364054916	23
DSM_0364113477	34
DSM_0364377018	30
DSM_0367169826	33
DSM_0368654376	33
DSM_0369223059	31
DSM_0370249805	64
DSM_0370275104	30
DSM_0371748124	30
DSM_0373959059	65
DSM_0374670010	65
DSM_0375782321	60
DSM_0378943507	61
DSM_0379308866	65
DSM_0379748959	33
DSM_0381991450	34
DSM_0382258728	30
DSM_0385208526	61
DSM_0385684901	33
DSM_0386802188	30
DSM_0387189552	33
DSM_0388285734	35
DSM_0388447833	57
DSM_0389689136	33
DSM_0390553876	34
DSM_0390731854	29
DSM_0391331215	33
DSM_0393133660	28
DSM_0393165416	26
DSM_0393458146	32
DSM_0395338738	29
DSM_0396295578	33
DSM_0396506055	34
DSM_0397257121	30
DSM_0397929733	30
DSM_0399237561	57
DSM_0399268543	34
DSM_0399308897	34
DSM_0400848707	58
DSM_0400871754	63
DSM_0401750144	57
DSM_0404494866	36
DSM_0405293165	65
DSM_0406185995	33
DSM_0406525646	57
DSM_0406616618	34
DSM_0408296268	34
DSM_0409170158	33
DSM_0410123081	33
DSM_0410605892	40
DSM_0411196451	29
DSM_0411386759	30
DSM_0412015239	63
DSM_0412268947	34
DSM_0413709077	33
DSM_0415257141	34
DSM_0416661666	65
DSM_0417306154	29
DSM_0418652141	65
DSM_0420336703	34
DSM_0420407128	65
DSM_0420956982	31
DSM_0421358989	61
DSM_0421957707	31
DSM_0422664145	33
DSM_0422882464	33
DSM_0423437284	29
DSM_0423788680	35
DSM_0426981551	61
DSM_0427281984	33
DSM_0428273341	31
DSM_0430636471	23
DSM_0430695435	29
DSM_0431557829	34
DSM_0432785401	60
DSM_0433460535	33
DSM_0434333742	30
DSM_0436652026	34
DSM_0436846645	29
DSM_0437998739	34
DSM_0439473433	31
DSM_0442514329	29
DSM_0446485130	26
DSM_0446958563	26
DSM_0447456845	33
DSM_0449094209	36
DSM_0451096012	33
DSM_0451839673	31
DSM_0453335653	34
DSM_0454785314	32
DSM_0457078804	30
DSM_0458550191	57
DSM_0461553275	29
DSM_0463015255	91
DSM_0463128398	29
DSM_0464452208	34
DSM_0468051059	58
DSM_0468168384	33
DSM_0468277209	63
DSM_0468666213	34
DSM_0469057443	30
DSM_0471959667	31
DSM_0474164576	32
DSM_0476403321	60
DSM_0476458319	61
DSM_0477039074	29
DSM_0478228340	31
DSM_0481349122	65
DSM_0481358206	29
DSM_0481533668	32
DSM_0481893617	31
DSM_0482488342	63
DSM_0485799287	40
DSM_0487497795	57
DSM_0490501652	33
DSM_0491997800	34
DSM_0492559890	57
DSM_0494993050	62
